audio_file,text,full_audio_path,translated_text
1462-170142-0018,THERE IS THIS DECEPTION BETWEEN ME AND EVERYTHING,/content/audios/1462-170142-0018.flac, There is this deception between me and everything.
1462-170142-0019,AT THAT WORD DECEPTION SPOKEN WITH SUCH SELF CONTEMPT THE COLOR FLASHED BACK INTO HILDA'S FACE AS SUDDENLY AS IF SHE HAD BEEN STRUCK BY A WHIPLASH,/content/audios/1462-170142-0019.flac," At that word, deception, spoken with such self-contempt, the color flashed back into Hilda's face, as suddenly as if she had been struck by a whiplash."
1462-170142-0020,SHE BIT HER LIP AND LOOKED DOWN AT HER HANDS WHICH WERE CLASPED TIGHTLY IN FRONT OF HER,/content/audios/1462-170142-0020.flac," She bit her lip and looked down at her hands, which were clasped tightly in front of her."
1462-170142-0021,COULD YOU COULD YOU SIT DOWN AND TALK ABOUT IT QUIETLY BARTLEY AS IF I WERE A FRIEND AND NOT SOME ONE WHO HAD TO BE DEFIED,/content/audios/1462-170142-0021.flac," Could you sit down and talk about it quietly, Bartley, as if I were a friend and not someone who had to be defied?"
1462-170142-0022,HE DROPPED BACK HEAVILY INTO HIS CHAIR BY THE FIRE,/content/audios/1462-170142-0022.flac, He dropped back heavily into his chair by the fire.
1462-170142-0023,I HAVE THOUGHT ABOUT IT UNTIL I AM WORN OUT,/content/audios/1462-170142-0023.flac, I have thought about it until I am worn out.
1462-170142-0024,AFTER THE VERY FIRST,/content/audios/1462-170142-0024.flac, after the very first.
1462-170142-0025,HILDA'S FACE QUIVERED BUT SHE WHISPERED YES I THINK IT MUST HAVE BEEN,/content/audios/1462-170142-0025.flac," Held his face quivered, but she whispered. Yes, I think it must have been."
1462-170142-0026,SHE PRESSED HIS HAND GENTLY IN GRATITUDE WEREN'T YOU HAPPY THEN AT ALL,/content/audios/1462-170142-0026.flac," She pressed his hand gently in gratitude. Weren't you happy then, at all?"
1462-170142-0027,SOMETHING OF THEIR TROUBLING SWEETNESS CAME BACK TO ALEXANDER TOO,/content/audios/1462-170142-0027.flac, Something of their troubling sweetness came back to Alexander too.
1462-170142-0028,PRESENTLY IT STOLE BACK TO HIS COAT SLEEVE,/content/audios/1462-170142-0028.flac," Presently, it's door back to his coat sleeve."
1462-170142-0029,YES HILDA I KNOW THAT HE SAID SIMPLY,/content/audios/1462-170142-0029.flac," Yes, Hilda, I know that. He said simply."
1462-170142-0030,I UNDERSTAND BARTLEY I WAS WRONG,/content/audios/1462-170142-0030.flac," I understand, Barley. I was wrong."
1462-170142-0031,SHE LISTENED INTENTLY BUT SHE HEARD NOTHING BUT THE CREAKING OF HIS CHAIR,/content/audios/1462-170142-0031.flac," She listened intently, but she heard nothing but the creaking of his chair."
1462-170142-0032,YOU WANT ME TO SAY IT SHE WHISPERED,/content/audios/1462-170142-0032.flac, You want me to say it? She whispered.
1462-170142-0033,BARTLEY LEANED HIS HEAD IN HIS HANDS AND SPOKE THROUGH HIS TEETH,/content/audios/1462-170142-0033.flac, Bartley leaned his head in his hands and spoke through his teeth.
1462-170142-0034,IT'S GOT TO BE A CLEAN BREAK HILDA,/content/audios/1462-170142-0034.flac, It's got to be a clean brake holder.
1462-170142-0035,OH BARTLEY WHAT AM I TO DO,/content/audios/1462-170142-0035.flac," Oh, Bartley, what am I to do?"
1462-170142-0036,YOU ASK ME TO STAY AWAY FROM YOU BECAUSE YOU WANT ME,/content/audios/1462-170142-0036.flac, You ask me to stay away from you because you want me?
1462-170142-0037,I WILL ASK THE LEAST IMAGINABLE BUT I MUST HAVE SOMETHING,/content/audios/1462-170142-0037.flac," I will ask the least imaginable, but I must have something."
1462-170142-0038,HILDA SAT ON THE ARM OF IT AND PUT HER HANDS LIGHTLY ON HIS SHOULDERS,/content/audios/1462-170142-0038.flac, Hilda sat on the arm of it and put her hands lightly on his shoulders.
1462-170142-0039,YOU SEE LOVING SOME ONE AS I LOVE YOU MAKES THE WHOLE WORLD DIFFERENT,/content/audios/1462-170142-0039.flac," You see, loving someone as I love you makes the whole world different."
1462-170142-0040,AND THEN YOU CAME BACK NOT CARING VERY MUCH BUT IT MADE NO DIFFERENCE,/content/audios/1462-170142-0040.flac," And then you came back, not caring very much, but it made no difference."
1462-170142-0041,SHE SLID TO THE FLOOR BESIDE HIM AS IF SHE WERE TOO TIRED TO SIT UP ANY LONGER,/content/audios/1462-170142-0041.flac," She slid to the floor beside him, as if she were too tired to sit up any longer."
1462-170142-0042,DON'T CRY DON'T CRY HE WHISPERED,/content/audios/1462-170142-0042.flac," Don't cry. Don't cry,"" he whispered."
1462-170145-0000,ON THE LAST SATURDAY IN APRIL THE NEW YORK TIMES PUBLISHED AN ACCOUNT OF THE STRIKE COMPLICATIONS WHICH WERE DELAYING ALEXANDER'S NEW JERSEY BRIDGE AND STATED THAT THE ENGINEER HIMSELF WAS IN TOWN AND AT HIS OFFICE ON WEST TENTH STREET,/content/audios/1462-170145-0000.flac," On the last Saturday in April, the New York Times published an account of the strike complications, which were delaying Alexander's New Jersey bridge, and stated that the engineer himself was in town and at his office on West 10th Street."
1462-170145-0001,OVER THE FIREPLACE THERE WAS A LARGE OLD FASHIONED GILT MIRROR,/content/audios/1462-170145-0001.flac, Over the fireplace there was a large old-fashioned guilt mirror.
1462-170145-0002,HE ROSE AND CROSSED THE ROOM QUICKLY,/content/audios/1462-170145-0002.flac, He rose and crossed the room quickly.
1462-170145-0003,OF COURSE I KNOW BARTLEY SHE SAID AT LAST THAT AFTER THIS YOU WON'T OWE ME THE LEAST CONSIDERATION BUT WE SAIL ON TUESDAY,/content/audios/1462-170145-0003.flac," Of course, I know, Bartley,"" she said at last, that after this you won't owe me the least consideration. But we sail on Tuesday."
1462-170145-0004,I SAW THAT INTERVIEW IN THE PAPER YESTERDAY TELLING WHERE YOU WERE AND I THOUGHT I HAD TO SEE YOU THAT'S ALL GOOD NIGHT I'M GOING NOW,/content/audios/1462-170145-0004.flac," I saw that interview in the paper yesterday telling where you were, and I thought I had to see you. That's all. Good night. I'm going now."
1462-170145-0005,LET ME TAKE OFF YOUR COAT AND YOUR BOOTS THEY'RE OOZING WATER,/content/audios/1462-170145-0005.flac, Let me take off your coat and your boots. They're oozing water.
1462-170145-0006,IF YOU'D SENT ME A NOTE OR TELEPHONED ME OR ANYTHING,/content/audios/1462-170145-0006.flac, If you'd sent me a note or telephone to me or anything.
1462-170145-0007,I TOLD MYSELF THAT IF I WERE REALLY THINKING OF YOU AND NOT OF MYSELF A LETTER WOULD BE BETTER THAN NOTHING,/content/audios/1462-170145-0007.flac," I told myself that if I were really thinking of you and not of myself, a letter would be better than nothing."
1462-170145-0008,HE PAUSED THEY NEVER DID TO ME,/content/audios/1462-170145-0008.flac, He paused. They never did to me.
1462-170145-0009,OH BARTLEY DID YOU WRITE TO ME,/content/audios/1462-170145-0009.flac," Oh, Bartley. Did you write to me?"
1462-170145-0010,ALEXANDER SLIPPED HIS ARM ABOUT HER,/content/audios/1462-170145-0010.flac, Alexander slipped his arm about her.
1462-170145-0011,I THINK I HAVE FELT THAT YOU WERE COMING,/content/audios/1462-170145-0011.flac, I think I have felt that you were coming.
1462-170145-0012,HE BENT HIS FACE OVER HER HAIR,/content/audios/1462-170145-0012.flac, He bent his face over her hair.
1462-170145-0013,AND I SHE WHISPERED I FELT THAT YOU WERE FEELING THAT,/content/audios/1462-170145-0013.flac," And I, she whispered, I felt that you were feeling that."
1462-170145-0014,BUT WHEN I CAME I THOUGHT I HAD BEEN MISTAKEN,/content/audios/1462-170145-0014.flac," But when I came, I thought I had been mistaken."
1462-170145-0015,I'VE BEEN UP IN CANADA WITH MY BRIDGE AND I ARRANGED NOT TO COME TO NEW YORK UNTIL AFTER YOU HAD GONE,/content/audios/1462-170145-0015.flac, I've been up in Canada with my bridge and I arranged not to come to New York until after you had gone.
1462-170145-0016,THEN WHEN YOUR MANAGER ADDED TWO MORE WEEKS I WAS ALREADY COMMITTED,/content/audios/1462-170145-0016.flac," Then when your manager added two more weeks, I was already committed."
1462-170145-0017,I'M GOING TO DO WHAT YOU ASKED ME TO DO WHEN YOU WERE IN LONDON,/content/audios/1462-170145-0017.flac, I'm going to do what you asked me to do when you were in London.
1462-170145-0018,ONLY I'LL DO IT MORE COMPLETELY,/content/audios/1462-170145-0018.flac, Only I'll do it more completely.
1462-170145-0019,THEN YOU DON'T KNOW WHAT YOU'RE TALKING ABOUT,/content/audios/1462-170145-0019.flac, Then you don't know what you're talking about.
1462-170145-0020,YES I KNOW VERY WELL,/content/audios/1462-170145-0020.flac," Yes, I know very well."
1462-170145-0021,ALEXANDER FLUSHED ANGRILY,/content/audios/1462-170145-0021.flac, Alexander flushed angrily.
1462-170145-0022,I DON'T KNOW WHAT I OUGHT TO SAY BUT I DON'T BELIEVE YOU'D BE HAPPY TRULY I DON'T AREN'T YOU TRYING TO FRIGHTEN ME,/content/audios/1462-170145-0022.flac," I don't know what I ought to say, but I don't believe you'd be happy, truly I don't. Aren't you trying to frighten me?"
1673-143396-0000,A LAUDABLE REGARD FOR THE HONOR OF THE FIRST PROSELYTE HAS COUNTENANCED THE BELIEF THE HOPE THE WISH THAT THE EBIONITES OR AT LEAST THE NAZARENES WERE DISTINGUISHED ONLY BY THEIR OBSTINATE PERSEVERANCE IN THE PRACTICE OF THE MOSAIC RITES,/content/audios/1673-143396-0000.flac," A laudable regard for the honor of the First Prozolite has countenst the belief, the hope, the wish, that the Ebionites, or at least the Nazarens, were distinguished only by their opposite perseverance in the practice of the Mosaic rights."
1673-143396-0001,THEIR CHURCHES HAVE DISAPPEARED THEIR BOOKS ARE OBLITERATED THEIR OBSCURE FREEDOM MIGHT ALLOW A LATITUDE OF FAITH AND THE SOFTNESS OF THEIR INFANT CREED WOULD BE VARIOUSLY MOULDED BY THE ZEAL OR PRUDENCE OF THREE HUNDRED YEARS,/content/audios/1673-143396-0001.flac," Their churches have disappeared, their books are obliterated, their obscure freedom might allow a latitude of faith, and the softness of their infant creed would be variously molded by the zeal or prudence of 300 years."
1673-143396-0002,YET THE MOST CHARITABLE CRITICISM MUST REFUSE THESE SECTARIES ANY KNOWLEDGE OF THE PURE AND PROPER DIVINITY OF CHRIST,/content/audios/1673-143396-0002.flac, Yet the most charitable criticism must refuse these sectaries any knowledge of the pure and proper divinity of Christ.
1673-143396-0003,HIS PROGRESS FROM INFANCY TO YOUTH AND MANHOOD WAS MARKED BY A REGULAR INCREASE IN STATURE AND WISDOM AND AFTER A PAINFUL AGONY OF MIND AND BODY HE EXPIRED ON THE CROSS,/content/audios/1673-143396-0003.flac," His progress from infancy to youth and manhood was marked by a regular increase in stature and wisdom, and after a painful agony of mind and body, he expired on the cross."
1673-143396-0004,HE LIVED AND DIED FOR THE SERVICE OF MANKIND BUT THE LIFE AND DEATH OF SOCRATES HAD LIKEWISE BEEN DEVOTED TO THE CAUSE OF RELIGION AND JUSTICE AND ALTHOUGH THE STOIC OR THE HERO MAY DISDAIN THE HUMBLE VIRTUES OF JESUS THE TEARS WHICH HE SHED OVER HIS FRIEND AND COUNTRY MAY BE ESTEEMED THE PUREST EVIDENCE OF HIS HUMANITY,/content/audios/1673-143396-0004.flac," He lived and died for the service of mankind, but the life and death of Socrates had likewise been devoted to the cause of religion and justice, and although the stoic or the hero may disdain the humble virtues of Jesus, the tears which he shed over his friend and country may be esteemed the purest evidence of his humanity."
1673-143396-0005,THE SON OF A VIRGIN GENERATED BY THE INEFFABLE OPERATION OF THE HOLY SPIRIT WAS A CREATURE WITHOUT EXAMPLE OR RESEMBLANCE SUPERIOR IN EVERY ATTRIBUTE OF MIND AND BODY TO THE CHILDREN OF ADAM,/content/audios/1673-143396-0005.flac," The son of a virgin, generated by the ineffable operation of the Holy Spirit, was a creature without example or resemblance, superior in every attribute of mind and body to the children of Adam."
1673-143396-0006,NOR COULD IT SEEM STRANGE OR INCREDIBLE THAT THE FIRST OF THESE AEONS THE LOGOS OR WORD OF GOD OF THE SAME SUBSTANCE WITH THE FATHER SHOULD DESCEND UPON EARTH TO DELIVER THE HUMAN RACE FROM VICE AND ERROR AND TO CONDUCT THEM IN THE PATHS OF LIFE AND IMMORTALITY,/content/audios/1673-143396-0006.flac," Nor could it seem strange or incredible that the first of these eons, the Logos, or Word of God, of the same substance with the Father, should descend upon earth to deliver the human race from vice and error, and to conduct them in the paths of life and immortality."
1673-143396-0007,BUT THE PREVAILING DOCTRINE OF THE ETERNITY AND INHERENT PRAVITY OF MATTER INFECTED THE PRIMITIVE CHURCHES OF THE EAST,/content/audios/1673-143396-0007.flac, But the prevailing doctrine of the eternity and inherent gravity of matter infected the primitive churches of the east.
1673-143396-0008,MANY AMONG THE GENTILE PROSELYTES REFUSED TO BELIEVE THAT A CELESTIAL SPIRIT AN UNDIVIDED PORTION OF THE FIRST ESSENCE HAD BEEN PERSONALLY UNITED WITH A MASS OF IMPURE AND CONTAMINATED FLESH AND IN THEIR ZEAL FOR THE DIVINITY THEY PIOUSLY ABJURED THE HUMANITY OF CHRIST,/content/audios/1673-143396-0008.flac," Many among the Gentile presulites refused to believe that a celestial spirit, an undivided portion of the first essence, had been personally united with a mass of impure and contaminated flesh, and in their zeal for the divinity, they piously absurd the humanity of Christ."
1673-143396-0009,HE FIRST APPEARED ON THE BANKS OF THE JORDAN IN THE FORM OF PERFECT MANHOOD BUT IT WAS A FORM ONLY AND NOT A SUBSTANCE A HUMAN FIGURE CREATED BY THE HAND OF OMNIPOTENCE TO IMITATE THE FACULTIES AND ACTIONS OF A MAN AND TO IMPOSE A PERPETUAL ILLUSION ON THE SENSES OF HIS FRIENDS AND ENEMIES,/content/audios/1673-143396-0009.flac," He first appeared on the banks of the Jordan in the form of perfect manhood, but it was a form only, and not a substance, a human figure created by the hand of omnipotence to imitate the faculties and actions of a man, and to impose a perpetual illusion on the senses of his friends and enemies."
1673-143396-0010,BUT THE RASHNESS OF THESE CONCESSIONS HAS ENCOURAGED A MILDER SENTIMENT OF THOSE OF THE DOCETES WHO TAUGHT NOT THAT CHRIST WAS A PHANTOM BUT THAT HE WAS CLOTHED WITH AN IMPASSIBLE AND INCORRUPTIBLE BODY,/content/audios/1673-143396-0010.flac," But the rashness of these concessions has encouraged a milder sentiment of those of the dosi, who taught not that Christ was a phantom, but that he was clothed with an impassable and incorruptible body."
1673-143396-0011,A FOETUS THAT COULD INCREASE FROM AN INVISIBLE POINT TO ITS FULL MATURITY A CHILD THAT COULD ATTAIN THE STATURE OF PERFECT MANHOOD WITHOUT DERIVING ANY NOURISHMENT FROM THE ORDINARY SOURCES MIGHT CONTINUE TO EXIST WITHOUT REPAIRING A DAILY WASTE BY A DAILY SUPPLY OF EXTERNAL MATTER,/content/audios/1673-143396-0011.flac," A fetus that could increase from an invisible point to its full maturity, a child that could attain the stature of perfect madhood without deriving any nourishment from the ordinary sources, might continue to exist without repairing a daily waste by a daily supply of external matter."
1673-143396-0012,IN THEIR EYES JESUS OF NAZARETH WAS A MERE MORTAL THE LEGITIMATE SON OF JOSEPH AND MARY BUT HE WAS THE BEST AND WISEST OF THE HUMAN RACE SELECTED AS THE WORTHY INSTRUMENT TO RESTORE UPON EARTH THE WORSHIP OF THE TRUE AND SUPREME DEITY,/content/audios/1673-143396-0012.flac," In their eyes, Jesus of Nazareth was a mere mortal. The legitimate son of Joseph and Mary, but he was the best and wisest of the human race, selected as the worthy instruments to restore upon earth the worship of the true and supreme deity."
1673-143396-0013,WHEN THE MESSIAH WAS DELIVERED INTO THE HANDS OF THE JEWS THE CHRIST AN IMMORTAL AND IMPASSIBLE BEING FORSOOK HIS EARTHLY TABERNACLE FLEW BACK TO THE PLEROMA OR WORLD OF SPIRITS AND LEFT THE SOLITARY JESUS TO SUFFER TO COMPLAIN AND TO EXPIRE,/content/audios/1673-143396-0013.flac," When the Messiah was delivered into the hands of the Jews, the Christ and immortal and impassable being for sook his earthly tabernacle flew back to the plerima or world of spirits and left the solitary Jesus to suffer, to complain, and to expire."
1673-143396-0014,BUT THE JUSTICE AND GENEROSITY OF SUCH A DESERTION ARE STRONGLY QUESTIONABLE AND THE FATE OF AN INNOCENT MARTYR AT FIRST IMPELLED AND AT LENGTH ABANDONED BY HIS DIVINE COMPANION MIGHT PROVOKE THE PITY AND INDIGNATION OF THE PROFANE,/content/audios/1673-143396-0014.flac," But the justice and generosity of such a desertion are strongly questionable, and the fate of an innocent martyr at first impelled and at length abandoned by his divine companion might provoke the pity and indignation of the profane."
1673-143396-0015,THEIR MURMURS WERE VARIOUSLY SILENCED BY THE SECTARIES WHO ESPOUSED AND MODIFIED THE DOUBLE SYSTEM OF CERINTHUS,/content/audios/1673-143396-0015.flac, Their murmurs were variously silenced by the sectaries who espoused and modified the double system of Corinthus.
1673-143396-0016,THE WORTHY FRIEND OF ATHANASIUS THE WORTHY ANTAGONIST OF JULIAN HE BRAVELY WRESTLED WITH THE ARIANS AND POLYTHEISTS AND THOUGH HE AFFECTED THE RIGOR OF GEOMETRICAL DEMONSTRATION HIS COMMENTARIES REVEALED THE LITERAL AND ALLEGORICAL SENSE OF THE SCRIPTURES,/content/audios/1673-143396-0016.flac," The worthy friend of Athanasius, the worthy antagonist of Julian, he bravely wrestled with the Aryans and polytheists, and though he affected the rigor of geometrical demonstration, his commentaries revealed the literal and allegorical sense of the scriptures."
